<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
02.11.2020,15:27:00,109241,115266,107908,108409,48
02.11.2020,15:28:00,111147,115291,107944,110742,28
02.11.2020,15:29:00,110583,115207,107947,113750,72
02.11.2020,15:30:00,110561,115238,108149,113355,25
02.11.2020,15:31:00,115190,115190,107921,114549,79
02.11.2020,15:32:00,111698,115270,107922,115190,67
02.11.2020,15:33:00,114677,115068,107953,113485,38
02.11.2020,15:34:00,109761,115259,108158,114706,16
02.11.2020,15:35:00,112709,115166,107931,108609,10
02.11.2020,15:36:00,110517,115071,108342,109741,81
02.11.2020,15:37:00,111202,115208,108012,112365,78
02.11.2020,15:38:00,108199,114832,107922,111020,36
02.11.2020,15:39:00,110607,114938,108199,109299,62
02.11.2020,15:40:00,113564,115041,107991,111400,83
02.11.2020,15:41:00,111459,115055,108178,110193,60
02.11.2020,15:42:00,114195,115058,107928,109169,69
02.11.2020,15:43:00,112964,115289,108340,108738,20
02.11.2020,15:44:00,112616,115208,108137,114669,55
02.11.2020,15:45:00,115026,115026,107921,111427,47
02.11.2020,15:46:00,110881,115254,108475,111423,19
02.11.2020,15:47:00,109000,115074,107911,112761,11
02.11.2020,15:48:00,109115,115032,108103,109607,97
02.11.2020,15:49:00,110784,115179,107928,111289,55
02.11.2020,15:50:00,109543,115127,107922,110276,94
02.11.2020,15:51:00,110065,115288,108321,109150,69
02.11.2020,15:52:00,113627,115273,107955,114270,82
02.11.2020,15:53:00,109021,115170,107959,110443,28
02.11.2020,15:54:00,114988,115281,107910,110709,48
02.11.2020,15:55:00,113715,114790,108006,111733,15
02.11.2020,15:56:00,112564,115241,107926,112351,80
02.11.2020,15:57:00,114375,115222,107928,112377,34
02.11.2020,15:58:00,110759,115291,107929,111566,78
02.11.2020,15:59:00,110777,115063,108088,114978,68
02.11.2020,16:00:00,114014,115109,107938,113568,78
02.11.2020,16:01:00,113773,115187,108013,109505,27
02.11.2020,16:02:00,113076,115282,108009,108780,31
02.11.2020,16:03:00,114154,115292,108133,109051,17
02.11.2020,16:04:00,114337,115091,107928,114665,72
02.11.2020,16:05:00,112815,115274,108082,115217,20
02.11.2020,16:06:00,109556,115102,108005,114927,7
02.11.2020,16:07:00,110076,115200,107945,114040,86
02.11.2020,16:08:00,111367,115267,107901,111524,10
02.11.2020,16:09:00,109583,115236,107901,112481,15
02.11.2020,16:10:00,109489,115152,108119,110857,36
02.11.2020,16:11:00,113099,115198,108097,113687,69
02.11.2020,16:12:00,109818,115250,107911,113711,34
02.11.2020,16:13:00,113986,115232,108072,114582,25
02.11.2020,16:14:00,109644,115280,108008,108207,4
02.11.2020,16:15:00,114071,115290,107997,111081,69
02.11.2020,16:16:00,112632,115181,108191,111863,15
02.11.2020,16:17:00,114558,115229,108274,108850,79
02.11.2020,16:18:00,112653,115127,107964,108554,35
02.11.2020,16:19:00,108445,115172,108229,113925,23
02.11.2020,16:20:00,108486,115121,107906,113534,79
02.11.2020,16:21:00,114635,115120,107904,114240,88
02.11.2020,16:22:00,108740,115281,108132,111249,67
02.11.2020,16:23:00,109750,115243,107947,111101,23
02.11.2020,16:24:00,112083,115164,107902,108242,77
02.11.2020,16:25:00,115053,115053,107988,111837,26
02.11.2020,16:26:00,108259,115070,107928,111029,62
02.11.2020,16:27:00,112488,115210,107954,112404,57
02.11.2020,16:28:00,109167,115208,107947,113575,16
02.11.2020,16:29:00,109061,115289,108051,112687,98
02.11.2020,16:30:00,110976,115037,107930,109112,96
02.11.2020,16:31:00,114042,115015,108091,110095,38
02.11.2020,16:32:00,114842,115062,108109,109971,14
02.11.2020,16:33:00,112391,115200,107995,108568,90
02.11.2020,16:34:00,115242,115242,107935,112901,30
02.11.2020,16:35:00,113954,115267,108071,110369,31
02.11.2020,16:36:00,110491,115211,108396,110566,98
02.11.2020,16:37:00,111657,115251,107977,109571,55
02.11.2020,16:38:00,111407,115286,108065,110308,75
02.11.2020,16:39:00,113047,115195,107937,114064,83
02.11.2020,16:40:00,112562,115208,108094,110781,64
02.11.2020,16:41:00,110454,115293,108195,110281,83
02.11.2020,16:42:00,112566,115288,107991,112673,51
02.11.2020,16:43:00,112354,115163,107926,112144,87
02.11.2020,16:45:00,114921,115246,107955,112347,52
02.11.2020,16:46:00,112274,115291,107917,109512,70
02.11.2020,16:47:00,109507,115080,108021,114735,46
02.11.2020,16:48:00,110602,115105,107972,114382,13
02.11.2020,16:49:00,109581,115276,107991,111054,28
02.11.2020,16:50:00,110600,115203,108196,112146,36
02.11.2020,16:51:00,110115,115205,107974,112530,98
02.11.2020,16:52:00,111547,115154,108005,110802,17
02.11.2020,16:53:00,109013,115252,107956,113292,60
02.11.2020,16:54:00,110379,115285,108083,112646,76
02.11.2020,16:55:00,112267,115259,108295,114339,9
02.11.2020,16:56:00,113275,115273,108090,110036,29
02.11.2020,16:57:00,112874,115067,107930,113877,5
02.11.2020,16:58:00,114457,115188,108137,111399,78
02.11.2020,16:59:00,114829,115157,108269,110242,33
02.11.2020,17:00:00,109006,115217,107941,107941,39
02.11.2020,17:01:00,112742,115267,107991,114263,39
02.11.2020,17:02:00,108013,115261,108013,110230,34
02.11.2020,17:03:00,115269,115269,107956,111022,65
02.11.2020,17:04:00,112213,115168,107953,108303,30
02.11.2020,17:05:00,114711,115176,107981,111421,72
02.11.2020,17:06:00,112249,115202,107969,113389,44
02.11.2020,17:07:00,109469,115242,108131,110294,10
02.11.2020,17:08:00,112866,115288,107942,115265,67
02.11.2020,17:09:00,109700,115278,107902,113041,83
02.11.2020,17:10:00,112589,114768,108167,109905,7
02.11.2020,17:11:00,111602,115008,108190,111824,56
02.11.2020,17:12:00,113206,115274,107959,115274,14
02.11.2020,17:13:00,114236,115058,108006,112350,52
02.11.2020,17:14:00,112182,115083,107965,112486,47
02.11.2020,17:15:00,114435,114820,107986,110521,75
02.11.2020,17:16:00,111703,115198,108132,110722,83
02.11.2020,17:17:00,110464,115183,107970,113043,87
02.11.2020,17:18:00,114630,115272,108037,110751,34
02.11.2020,17:19:00,111158,115285,108150,114778,24
02.11.2020,17:20:00,113536,115192,107994,107994,67
02.11.2020,17:21:00,108382,115183,107908,115183,39
02.11.2020,17:22:00,109250,115222,108041,112275,33
02.11.2020,17:23:00,115263,115263,107972,108988,19
02.11.2020,17:24:00,110556,115229,107921,113460,59
02.11.2020,17:25:00,108621,115148,107925,110324,21
02.11.2020,17:26:00,108566,115142,107982,112535,88
02.11.2020,17:27:00,108377,115227,108277,113434,56
02.11.2020,17:28:00,109258,114768,108205,113796,14
02.11.2020,17:29:00,111586,115246,108037,112225,88
02.11.2020,17:30:00,109550,115113,108003,111646,14
02.11.2020,17:31:00,114317,115189,107929,108348,53
02.11.2020,17:32:00,108117,115278,107916,113890,86
02.11.2020,17:33:00,110461,115272,107983,112558,49
02.11.2020,17:34:00,110892,115248,107964,110942,97
02.11.2020,17:35:00,111750,115188,108248,114101,27
02.11.2020,17:36:00,109531,114846,108021,112968,84
02.11.2020,17:37:00,112324,115207,107949,111506,62
02.11.2020,17:38:00,110146,114950,108136,112933,7
02.11.2020,17:39:00,110097,115167,107949,108622,13
02.11.2020,17:40:00,110365,115293,107930,114604,77
02.11.2020,17:41:00,110192,115163,107914,108298,17
02.11.2020,17:42:00,114745,115194,107978,111893,19
02.11.2020,17:43:00,108686,115205,107961,109925,48
02.11.2020,17:44:00,113250,115170,107906,113723,92
02.11.2020,17:45:00,112882,115160,107947,109567,61
02.11.2020,17:46:00,114269,115255,107926,114494,17
02.11.2020,17:47:00,114685,115293,108137,109206,50
02.11.2020,17:48:00,110519,115275,108052,112666,6
02.11.2020,17:49:00,112376,115287,107934,112110,57
02.11.2020,17:50:00,114476,115171,107927,109401,95
02.11.2020,17:51:00,108718,115277,108466,114557,55
02.11.2020,17:52:00,113166,115281,108082,110036,52
02.11.2020,17:53:00,112752,115217,107946,114920,91
02.11.2020,17:54:00,114023,115276,108021,114919,76
02.11.2020,17:55:00,114482,115187,108114,110046,32
02.11.2020,17:56:00,111025,115145,108159,112828,80
02.11.2020,17:57:00,108320,115236,107942,113121,29
02.11.2020,17:58:00,114186,115291,107954,114064,82
02.11.2020,17:59:00,115049,115274,108303,109990,87
02.11.2020,18:00:00,114994,114994,108026,111419,51
02.11.2020,18:01:00,110508,115279,108051,114812,47
02.11.2020,18:02:00,113721,115255,108132,113432,74
02.11.2020,18:03:00,109045,115252,107908,110541,79
02.11.2020,18:04:00,112368,115114,107930,113350,40
02.11.2020,18:05:00,109593,115238,107938,108552,40
02.11.2020,18:06:00,114622,115278,107965,112842,65
02.11.2020,18:07:00,108772,115289,108012,109934,37
02.11.2020,18:08:00,107978,115281,107978,113368,3
02.11.2020,18:09:00,110939,115208,107932,113911,6
02.11.2020,18:10:00,112328,115225,108494,111378,7
02.11.2020,18:11:00,115105,115290,107927,110807,59
02.11.2020,18:12:00,112978,115283,108013,111875,20
02.11.2020,18:13:00,112360,115278,107967,110450,16
02.11.2020,18:14:00,112537,115138,107949,113587,88
02.11.2020,18:15:00,111836,115282,108088,108738,90
02.11.2020,18:16:00,110674,115213,107908,108335,84
02.11.2020,18:17:00,108059,115268,108059,108458,36
02.11.2020,18:18:00,108625,115019,108073,111491,38
02.11.2020,18:19:00,112972,114776,107979,113026,30
02.11.2020,18:20:00,110320,115111,108040,112964,29
02.11.2020,18:21:00,110649,115008,107975,108237,95
02.11.2020,18:22:00,112656,115283,108117,108609,78
02.11.2020,18:23:00,114513,115232,108131,111526,10
02.11.2020,18:24:00,109824,114781,107973,109993,19
02.11.2020,18:25:00,110013,115154,107946,110690,76
02.11.2020,18:26:00,112719,115135,107953,107998,78
02.11.2020,18:27:00,112368,115136,108136,113730,28
02.11.2020,18:28:00,108846,114866,107917,114467,97
02.11.2020,18:29:00,112484,115167,107961,108904,79
02.11.2020,18:30:00,111331,115246,108070,114287,30
02.11.2020,18:31:00,115194,115216,108385,113642,42
02.11.2020,18:32:00,110366,115133,107931,112005,90
02.11.2020,18:33:00,114832,115299,107945,114576,38
02.11.2020,18:34:00,108202,115116,108063,109583,98
02.11.2020,18:35:00,109246,115225,108105,111305,45
02.11.2020,18:36:00,109771,115238,107937,109989,42
02.11.2020,18:37:00,110520,115166,108002,111394,61
02.11.2020,18:38:00,111756,115206,108036,112059,80
02.11.2020,18:39:00,112283,114942,108009,110302,77
02.11.2020,18:40:00,112325,115241,108113,109533,50
02.11.2020,18:41:00,112330,115281,107994,110765,23
02.11.2020,18:42:00,111950,115261,107908,113048,32
02.11.2020,18:43:00,111057,115281,107904,113406,39
02.11.2020,18:44:00,110555,115190,108077,113091,86
02.11.2020,18:45:00,108933,115155,108124,111689,25
02.11.2020,18:46:00,111111,115132,108017,111082,28
02.11.2020,18:47:00,109053,115236,107903,112601,43
02.11.2020,18:48:00,112996,115267,108113,109529,78
02.11.2020,18:49:00,107943,115264,107900,112549,16
02.11.2020,18:50:00,114308,115288,107922,112508,62
02.11.2020,18:51:00,113601,115258,108061,108061,91
02.11.2020,18:52:00,114497,115226,108215,109623,11
02.11.2020,18:53:00,111012,115181,108095,113792,27
02.11.2020,18:54:00,108911,115198,107904,110434,83
02.11.2020,18:55:00,114888,115257,107919,114304,80
02.11.2020,18:56:00,114081,115228,108228,112450,16
02.11.2020,18:57:00,108106,115277,107952,110917,51
02.11.2020,18:58:00,111676,115288,108010,108017,98
02.11.2020,18:59:00,111134,114993,107977,108362,84
02.11.2020,19:00:00,108387,115295,108115,113722,92
02.11.2020,19:02:00,109241,115109,108021,108056,97
02.11.2020,19:03:00,108558,115148,108171,111932,44
02.11.2020,19:04:00,112648,115150,107909,108262,40
02.11.2020,19:05:00,110093,115292,107910,110987,5
02.11.2020,19:06:00,108012,115160,107985,113927,42
02.11.2020,19:07:00,112574,115202,107973,113531,13
02.11.2020,19:08:00,110763,115282,108089,108186,63
02.11.2020,19:09:00,109387,115259,108045,108293,46
02.11.2020,19:10:00,108533,115170,107940,112035,89
02.11.2020,19:11:00,111318,115130,107994,109767,69
02.11.2020,19:12:00,112879,115037,108037,113038,91
02.11.2020,19:13:00,114285,115254,107920,110512,34
02.11.2020,19:14:00,112309,115143,108059,113443,1
02.11.2020,19:15:00,115290,115290,107916,113982,37
02.11.2020,19:16:00,111313,115112,108052,112566,18
02.11.2020,19:17:00,112112,115093,108135,113068,21
02.11.2020,19:18:00,111273,115091,108381,108451,90
02.11.2020,19:19:00,112561,115181,107935,114091,46
02.11.2020,19:20:00,111641,115274,107980,109156,59
02.11.2020,19:21:00,111032,115287,108039,110231,96
02.11.2020,19:22:00,109127,115192,108029,114135,14
02.11.2020,19:23:00,111027,115271,108112,109171,85
02.11.2020,19:24:00,110568,115284,108012,113061,47
02.11.2020,19:25:00,113188,115207,108125,109120,70
02.11.2020,19:26:00,112169,115210,108069,111093,78
02.11.2020,19:27:00,112741,115170,108013,110056,65
02.11.2020,19:28:00,113764,114879,107901,110735,91
02.11.2020,19:29:00,111405,115286,108039,111516,86
02.11.2020,19:30:00,110448,115203,107902,112519,13
02.11.2020,19:31:00,107904,115296,107904,108100,22
02.11.2020,19:32:00,108034,115235,108034,112689,28
02.11.2020,19:33:00,109920,115163,107944,114093,61
02.11.2020,19:34:00,110080,115184,108038,112078,79
02.11.2020,19:35:00,114886,115243,108005,114830,6
02.11.2020,19:36:00,111019,115257,107958,114333,49
02.11.2020,19:37:00,113912,115126,108071,109382,65
02.11.2020,19:38:00,111849,115129,108160,109366,54
02.11.2020,19:39:00,110400,115299,108043,113398,79
02.11.2020,19:40:00,112686,114816,107988,108385,31
02.11.2020,19:41:00,108708,115258,107940,113671,86
02.11.2020,19:42:00,109312,115284,107986,113136,87
02.11.2020,19:43:00,111128,115141,107995,109964,28
02.11.2020,19:44:00,114974,115108,107901,110935,19
02.11.2020,19:45:00,115213,115268,107955,112803,77
02.11.2020,19:46:00,109589,115216,107912,109175,91
02.11.2020,19:47:00,109554,114974,108118,111120,98
02.11.2020,19:48:00,111400,115150,107927,109779,72
02.11.2020,19:49:00,113346,115245,108004,110202,84
02.11.2020,19:50:00,113143,114664,108428,112760,19
02.11.2020,19:51:00,112874,115178,107910,108431,42
02.11.2020,19:52:00,113066,115095,107918,113143,9
02.11.2020,19:53:00,108903,115269,108319,109210,4
02.11.2020,19:54:00,109959,115187,107990,108037,93
02.11.2020,19:55:00,112486,115245,108247,112668,54
02.11.2020,19:56:00,109075,115120,107904,108341,63
02.11.2020,19:57:00,111117,115168,108019,114121,15
02.11.2020,19:58:00,108025,115204,107934,108151,60
02.11.2020,19:59:00,113719,115149,108363,109270,42
02.11.2020,20:00:00,114942,115095,107918,108827,88
03.11.2020,10:00:00,113439,115218,107931,113471,73
03.11.2020,10:01:00,108229,115157,107901,114458,45
03.11.2020,10:02:00,108375,115240,108049,108187,43
03.11.2020,10:03:00,114175,115243,108043,110107,88
03.11.2020,10:04:00,108579,115246,108059,109832,39
03.11.2020,10:05:00,114648,115283,107978,108008,54
03.11.2020,10:06:00,113945,115218,107979,114102,16
03.11.2020,10:07:00,109558,115235,107952,112297,22
03.11.2020,10:08:00,115002,115124,107992,112764,60
03.11.2020,10:09:00,111896,115248,107991,115230,30
03.11.2020,10:10:00,108933,115188,107931,111680,4
03.11.2020,10:11:00,110636,115212,107951,110582,96
03.11.2020,10:12:00,110226,115196,108085,108914,3
03.11.2020,10:13:00,113740,115225,108141,114497,71
03.11.2020,10:14:00,110430,115098,107923,110119,97
03.11.2020,10:15:00,112450,115292,107970,113855,44
03.11.2020,10:16:00,113156,114994,107962,112601,55
03.11.2020,10:17:00,109208,115262,107918,111183,92
03.11.2020,10:18:00,109357,115101,108178,111862,2
03.11.2020,10:19:00,108619,115271,108047,115162,95
03.11.2020,10:20:00,108682,115180,107912,115002,82
03.11.2020,10:21:00,110643,115216,107971,109648,6
03.11.2020,10:22:00,113711,115273,107974,108270,6
03.11.2020,10:23:00,110112,114956,107984,112023,79
03.11.2020,10:24:00,113995,115249,108017,111165,92
03.11.2020,10:25:00,111898,115292,108316,109995,47
03.11.2020,10:26:00,108133,115207,107998,114922,88
03.11.2020,10:27:00,109083,115261,107902,112762,57
03.11.2020,10:28:00,107902,115299,107902,110093,78
03.11.2020,10:29:00,109356,114864,108175,109450,66
03.11.2020,10:30:00,110818,115175,107924,115175,74
03.11.2020,10:31:00,111634,115169,108243,113144,85
03.11.2020,10:32:00,114357,115064,108277,109136,26
03.11.2020,10:33:00,113321,115270,108014,110665,32
03.11.2020,10:34:00,108972,115078,107912,109519,95
03.11.2020,10:35:00,114504,115274,107980,112734,13
03.11.2020,10:36:00,108262,115296,107970,109447,85
03.11.2020,10:37:00,114776,115145,107962,108015,36
03.11.2020,10:38:00,108927,115157,107963,113040,97
03.11.2020,10:39:00,108993,115106,107972,109275,42
03.11.2020,10:40:00,113022,115113,108034,112431,31
03.11.2020,10:41:00,111597,115281,107956,113438,51
03.11.2020,10:42:00,112089,115115,107923,114424,19
03.11.2020,10:43:00,113070,115004,108081,109762,75
03.11.2020,10:44:00,111491,114955,107944,113395,55
03.11.2020,10:45:00,113479,115236,107913,107991,84
03.11.2020,10:46:00,107975,115282,107950,110669,32
03.11.2020,10:47:00,109889,115238,107936,113527,19
03.11.2020,10:48:00,114296,115235,108072,112303,88
03.11.2020,10:49:00,114759,115180,108020,114865,76
03.11.2020,10:50:00,112705,115209,107915,108260,61
03.11.2020,10:51:00,112238,115130,108041,109001,6
03.11.2020,10:52:00,112780,115193,107918,111902,90
03.11.2020,10:53:00,111187,115297,108347,109840,48
03.11.2020,10:54:00,110065,115239,107912,110633,19
03.11.2020,10:55:00,109769,115223,108048,110271,60
03.11.2020,10:56:00,115108,115218,107983,109105,63
03.11.2020,10:57:00,112853,115262,107940,110361,12
03.11.2020,10:58:00,109219,114885,107908,110283,71
03.11.2020,10:59:00,110861,114744,107978,112936,20
03.11.2020,11:00:00,108572,115171,107974,111342,86
03.11.2020,11:01:00,108797,115296,107914,113746,55
03.11.2020,11:02:00,109051,114637,108027,112843,8
03.11.2020,11:03:00,110790,115254,108005,109110,3
03.11.2020,11:04:00,113547,115151,107928,110015,98
03.11.2020,11:05:00,111733,115272,107947,109038,90
03.11.2020,11:06:00,108452,115096,107906,114823,37
03.11.2020,11:07:00,114134,115204,108130,109375,65
03.11.2020,11:08:00,111141,115259,108053,109972,54
03.11.2020,11:09:00,108324,115041,108150,114795,97
03.11.2020,11:10:00,109550,115144,107975,110199,10
03.11.2020,11:11:00,111420,115275,108584,110618,3
03.11.2020,11:12:00,110697,115173,107964,114913,41
03.11.2020,11:13:00,112411,115138,107959,113881,94
03.11.2020,11:14:00,109071,115292,108202,112359,13
03.11.2020,11:15:00,113666,115282,107978,109622,60
03.11.2020,11:16:00,112721,115074,107903,109281,88
03.11.2020,11:17:00,110971,114985,107900,108882,70
03.11.2020,11:18:00,110033,115164,108001,113605,21
03.11.2020,11:19:00,111485,115263,107982,107982,86
03.11.2020,11:20:00,110528,115188,108192,111848,22
03.11.2020,11:21:00,110393,115256,107946,112853,38
03.11.2020,11:23:00,111828,115231,108241,109615,31
03.11.2020,11:24:00,109232,115280,107905,113921,9
03.11.2020,11:25:00,114844,114844,108033,110346,7
03.11.2020,11:26:00,112772,115251,107951,114568,46
03.11.2020,11:27:00,114129,115233,108008,108400,34
03.11.2020,11:28:00,110267,115252,108065,110541,94
03.11.2020,11:29:00,110220,115228,108006,115184,42
03.11.2020,11:30:00,110465,115135,108134,114564,56
03.11.2020,11:31:00,111407,115134,108004,108470,28
03.11.2020,11:32:00,109452,115073,108028,112769,1
03.11.2020,11:33:00,108375,115252,107973,113279,94
03.11.2020,11:34:00,110948,115170,107985,114016,86
03.11.2020,11:35:00,109302,115202,107900,109201,53
03.11.2020,11:36:00,113866,115199,108108,113468,50
